word_1,def_1-1,qual_1-1_start,qual_1-1_end,def_1-2,qual_1-2_start,qual_1-2_end,def_1-3,qual_1-3_start,qual_1-3_end,def_1-4,qual_1-4_start,qual_1-4_end,def_1-5,qual_1-5_start,qual_1-5_end,def_1-6,qual_1-6_start,qual_1-6_end,def_1-7,qual_1-7_start,qual_1-7_end,word_2,def_2-1,qual_2-1_start,qual_2-1_end,def_2-2,qual_2-2_start,qual_2-2_end,def_2-3,qual_2-3_start,qual_2-3_end,def_2-4,qual_2-4_start,qual_2-4_end,def_2-5,qual_2-5_start,qual_2-5_end,def_2-6,qual_2-6_start,qual_2-6_end,def_2-7,qual_2-7_start,qual_2-7_end,relationship
dazzled,"to cause someone to lose clear vision, especially from intense light",,,"amaze or bewilder, as with brilliant wit or intellect or skill",,,"having vision overcome temporarily by or as if by intense light",,,"stupefied or dizzied by something overpowering; - `Chanticler' by Rostand",,,,<!--,-->,,<!--,-->,,<!--,-->,dazzle,"brightness enough to blind partially and temporarily",,,"to cause someone to lose clear vision, especially from intense light",,,"amaze or bewilder, as with brilliant wit or intellect or skill",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
phrases,"an expression consisting of one or more words forming a grammatical constituent of a sentence",,,"a short musical passage",,,"an expression whose meanings cannot be inferred from the meanings of the words that make it up",,,"dance movements that are linked in a single choreographic sequence",,,"put into words or an expression",,,"divide, combine, or mark into phrases",,,,<!--,-->,rhythm,"the basic rhythmic unit in a piece of music",,,"recurring at regular intervals",,,"an interval during which a recurring sequence of events occurs",,,"the arrangement of spoken words alternating stressed and unstressed elements",,,"natural family planning in which ovulation is assumed to occur 14 days before the onset of a period (the fertile period would be assumed to extend from day 10 through day 18 of her cycle)",,,,<!--,-->,,<!--,-->,HasA
unfailing,"not liable to failure",,,"always able to supply more",,,"unceasing",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,changeless,"not subject or susceptible to change or variation in form or quality or nature",,,"unvarying in nature",,,"remaining the same for indefinitely long times",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
sunfish,"the lean flesh of any of numerous American perch-like fishes of the family Centrarchidae",,,"among the largest bony fish; pelagic fish having an oval compressed body with high dorsal and anal fins and caudal fin reduced to a rudder-like lobe; worldwide in warm waters",,,"small carnivorous freshwater percoid fishes of North America usually having a laterally compressed body and metallic luster: crappies; black bass; bluegills; pumpkinseed",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,sun,"the star that is the source of light and heat for the planets in the solar system",,,"the rays of the sun",,,"a person considered as a source of warmth or energy or glory etc",,,"any star around which a planetary system revolves",,,"first day of the week; observed as a day of rest and worship by most Christians",,,"expose one's body to the sun",,,"expose to the rays of the sun or affect by exposure to the sun",,,DerivedFrom
insensible,"incapable of physical sensation",,,"unaware of or indifferent to",,,"barely able to be perceived",,,"unresponsive to stimulation",,,,<!--,-->,,<!--,-->,,<!--,-->,reasonable,"showing reason or sound judgment",,,"not excessive or extreme",,,"marked by sound judgment",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
elastic,"a narrow band of elastic rubber used to hold things (such as papers) together",,,"a fabric made of yarns containing an elastic material",,,"capable of resuming original shape after stretching or compression; springy",,,"able to adjust readily to different conditions",,,,<!--,-->,,<!--,-->,,<!--,-->,pliable,"susceptible to being led or directed",,,"capable of being shaped or bent or drawn out",,,"able to adjust readily to different conditions",,,"capable of being bent or flexed or twisted without breaking",,,,<!--,-->,,<!--,-->,,<!--,-->,Synonym
prevarication,"a statement that deviates from or perverts the truth",,,"intentionally vague or ambiguous",,,"the deliberate act of deviating from the truth",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,historical,"of or relating to the study of history",,,"having once lived or existed or taken place in the real world as distinct from being legendary",,,"belonging to the past; of what is important or famous in the past",,,"used of the study of a phenomenon (especially language) as it changes through time",,,,<!--,-->,,<!--,-->,,<!--,-->,HasContext
surround,"the area in which something exists or lives",,,"extend on all sides of simultaneously; encircle",,,"envelop completely",,,"surround so as to force to give up",,,"surround with a wall in order to fortify",,,,<!--,-->,,<!--,-->,fence,"a barrier that serves to enclose an area",,,"a dealer in stolen property",,,"enclose with a fence",,,"receive stolen goods",,,"fight with fencing swords",,,"surround with a wall in order to fortify",,,"have an argument about something",,,RelatedTo
door,"a swinging or sliding barrier that will close the entrance to a room or building or vehicle",,,"the entrance (the space in a wall) through which you enter or leave a room or building; the space that a door can close",,,"anything providing a means of access (or escape)",,,"a structure where people live or work (usually ordered along a street or road)",,,"a room that is entered via a door",,,,<!--,-->,,<!--,-->,slamming,"close violently",,,"strike violently",,,"dance the slam dance",,,"throw violently",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
thrumming,"sound with a monotonous hum",,,"sound the strings of (a string instrument)",,,"make a rhythmic sound",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,thrum,"a thrumming sound",,,"sound with a monotonous hum",,,"sound the strings of (a string instrument)",,,"make a rhythmic sound",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
confidence,"freedom from doubt; belief in yourself and your abilities",,,"a feeling of trust (in someone or something)",,,"a state of confident hopefulness that events will be favorable",,,"a trustful relationship",,,"a secret that is confided or entrusted to another",,,,<!--,-->,,<!--,-->,attitude,"a complex mental state involving beliefs and feelings and values and dispositions to act in certain ways",,,"the arrangement of the body and its limbs",,,"a theatrical pose created for effect",,,"position of aircraft or spacecraft relative to a frame of reference (the horizon or direction of motion)",,,,<!--,-->,,<!--,-->,,<!--,-->,IsA
splays,"an outward bevel around a door or window that makes it seem larger",,,"spread open or apart",,,"turn outward",,,"move out of position",,,,<!--,-->,,<!--,-->,,<!--,-->,splay,"an outward bevel around a door or window that makes it seem larger",,,"spread open or apart",,,"turn outward",,,"move out of position",,,"turned outward in an ungainly manner",,,,<!--,-->,,<!--,-->,FormOf
beatification,"a state of supreme happiness",,,"the action of rendering supremely blessed and extremely happy",,,"(Roman Catholic Church) an act of the Pope who declares that a deceased person lived a holy life and is worthy of public veneration; a first step toward canonization",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,roman_catholic,"a member of the Roman Catholic Church",,,"the Christian Church based in the Vatican and presided over by a pope and an episcopal hierarchy",,,"of or relating to or supporting Romanism",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,HasContext
drip,"flowing in drops; the formation and falling of drops of liquid",,,"the sound of a liquid falling drop by drop",,,"(architecture) a projection from a cornice or sill designed to protect the area below from rainwater (as over a window or doorway)",,,"fall in drops",,,"let or cause to fall in drops",,,,<!--,-->,,<!--,-->,descend,"move downward and lower, but not necessarily all the way",,,"come from; be connected by a relationship of blood, for example",,,"do something that one considers to be below one's dignity",,,"come as if by falling",,,,<!--,-->,,<!--,-->,,<!--,-->,MannerOf
blinked,"briefly shut the eyes",,,"force to go away by blinking",,,"gleam or glow intermittently",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,blink,"a reflex that closes and opens the eyes rapidly",,,"briefly shut the eyes",,,"force to go away by blinking",,,"gleam or glow intermittently",,,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
ameliorating,"to make better",,,"get better",,,"tending to ameliorate",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,bettering,"surpass in excellence",,,"to make better",,,"get better",,,"changing for the better",,,,<!--,-->,,<!--,-->,,<!--,-->,SimilarTo
redundancy,"repetition of messages to reduce the probability of errors in transmission",,,"the attribute of being superfluous and unneeded",,,"(electronics) a system design that duplicates components to provide alternatives in case one component fails",,,"repetition of an act needlessly",,,,<!--,-->,,<!--,-->,,<!--,-->,survival,"a state of surviving; remaining alive",,,"a natural process resulting in the evolution of organisms best adapted to the environment",,,"something that survives",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
mist,"a thin fog with condensation near the ground",,,"become covered with mist",,,"make less visible or unclear",,,"spray finely or cover with mist",,,,<!--,-->,,<!--,-->,,<!--,-->,sprayed,"be discharged in sprays of liquid",,,"scatter in a mass or jet of droplets",,,"cover by spraying with a liquid",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
boat,"a small vessel for travel on water",,,"a dish (often boat-shaped) for serving gravy or sauce",,,"ride in a boat on water",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,chair,"a seat for one person, with a support for the back",,,"the position of professor",,,"the officer who presides at the meetings of an organization",,,"an instrument of execution by electrocution; resembles an ordinary seat for one person",,,"a particular seat in an orchestra",,,"act or preside as chair, as of an academic department in a university",,,"preside over",,,RelatedTo
skipper,"a student who fails to attend classes",,,"an officer who is licensed to command a merchant ship",,,"the naval officer in command of a military ship",,,"work as the skipper on a vessel",,,,<!--,-->,,<!--,-->,,<!--,-->,attend,"be present at (meetings, church services, university), etc.",,,"take charge of or deal with",,,"to accompany as a circumstance or follow as a result",,,"work for or be a servant to",,,"give heed (to)",,,,<!--,-->,,<!--,-->,RelatedTo
grading,"the act of arranging in a graduated series",,,"changing the ground level to a smooth horizontal or gently sloping surface",,,"evaluation of performance by assigning a grade or score",,,"assign a rank or rating to",,,"level to the right gradient",,,"assign a grade or rank to, according to one's evaluation",,,"determine the grade of or assign a grade to",,,gradation,"relative position in a graded series",,,"a degree of ablaut",,,"the act of arranging in grades",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
moralizing,"indulgence in moral pronouncements; the exposition (often superficially) of a particular moral code",,,"interpret the moral meaning of",,,"speak as if delivering a sermon; express moral judgements",,,"improve the morals of",,,,<!--,-->,,<!--,-->,,<!--,-->,moralize,"interpret the moral meaning of",,,"speak as if delivering a sermon; express moral judgements",,,"improve the morals of",,,,<!--,-->,,<!--,-->,,<!--,-->,,<!--,-->,RelatedTo
